作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
055667,うらむらさき,うらむらさき,うらむらさき,,,,「新文壇　二號」1896（明治29）年2月5日,NDC 913,旧字旧仮名,なし,2014-11-29,2014-10-23,http://www.aozora.gr.jp/cards/000064/card55667.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集第二卷,新世社,1941（昭和16）年7月18日,1942（昭和17）年4月10日再版,1941（昭和16）年7月18日初版,校訂一葉全集,博文館,1897（明治30）年1月9日,,,,,,,,,万波通彦,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/55667_ruby_54747.zip,2014-10-23,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55667_54792.html,2014-10-23,ShiftJIS,JIS X 0208,0
000388,大つごもり,おおつごもり,おおつこもり,,,,,NDC 913,旧字旧仮名,なし,1997-10-15,2014-09-17,http://www.aozora.gr.jp/cards/000064/card388.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本現代文學全集　10　樋口一葉集,講談社,1962（昭和37）年11月19日第1刷,1969（昭和44）年10月1日第5刷,,,,,,,,,,,,,青空文庫,小林繁雄、米田進,http://www.aozora.gr.jp/cards/000064/files/388_ruby_15294.zip,2004-03-18,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/388_15295.html,2004-03-18,ShiftJIS,JIS X 0208,0
056039,大つごもり,おおつごもり,おおつこもり,,,,「文学界」1894（明治27）年12月号,NDC 913,新字旧仮名,なし,2015-03-04,2015-02-17,http://www.aozora.gr.jp/cards/000064/card56039.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日、2003（平成15）年1月10日改版,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷,,,,,,,,,,,,酔いどれ狸,Juki,http://www.aozora.gr.jp/cards/000064/files/56039_ruby_55938.zip,2015-02-17,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56039_55983.html,2015-02-17,ShiftJIS,JIS X 0208,0
055661,経つくゑ,きょうつくえ,きようつくえ,,,,「甲陽新報」1892（明治25）年10月18日～25日,NDC 913,旧字旧仮名,なし,2013-11-19,2014-09-16,http://www.aozora.gr.jp/cards/000064/card55661.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,文藝倶楽部　第六編,博文館,1895（明治28）年6月20日,1895（明治28）年6月20日,1895（明治28）年6月20日,,,,,,,,,,,,万波通彦,Juki,http://www.aozora.gr.jp/cards/000064/files/55661_ruby_51550.zip,2013-10-06,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55661_51591.html,2013-10-06,ShiftJIS,JIS X 0208,0
004529,琴の音,ことのね,ことのね,,,,「文學界　第十二號」文學界雜誌社、1893（明治26）年12月30日,NDC 913,新字旧仮名,なし,2007-09-08,2014-09-21,http://www.aozora.gr.jp/cards/000064/card4529.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,新日本古典文学大系　明治編　24　樋口一葉集,岩波書店,2001（平成13）年10月15日,2001（平成13）年10月15日第1刷,2001（平成13）年10月15日第1刷,,,,,,,,,,,,土屋隆,noriko saito,http://www.aozora.gr.jp/cards/000064/files/4529_ruby_27465.zip,2013-10-13,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/000064/files/4529_27841.html,2013-10-13,ShiftJIS,JIS X 0208,1
056009,琴の音,ことのね,ことのね,,,,「文學界　第十二號」文學界雜誌社、1893（明治26）年12月30日,NDC 913,旧字旧仮名,なし,2013-12-19,2014-09-16,http://www.aozora.gr.jp/cards/000064/card56009.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,文學界　第十二號,　,1893（明治26）年12月,1893（明治26）年12月,1893（明治26）年12月,,,,,,,,,,,,万波通彦,Juki,http://www.aozora.gr.jp/cards/000064/files/56009_ruby_51739.zip,2013-12-23,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/000064/files/56009_51779.html,2013-12-23,ShiftJIS,JIS X 0208,1
055669,この子,このこ,このこ,,,,「日本之家庭」1896（明治29）年1月,NDC 913,旧字旧仮名,なし,2014-10-24,2014-09-15,http://www.aozora.gr.jp/cards/000064/card55669.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集第二卷,新世社,1941（昭和16）年7月18日,1942（昭和17）年4月10日再版,　,校訂一葉全集,博文館,1897（明治30）年1月9日,,,,,,,,,万波通彦,Juki,http://www.aozora.gr.jp/cards/000064/files/55669_ruby_54491.zip,2014-09-12,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55669_54442.html,2014-09-12,ShiftJIS,JIS X 0208,0
004380,さをのしづく,さおのしずく,さおのしすく,,,,,NDC 913,旧字旧仮名,なし,2004-02-11,2014-09-18,http://www.aozora.gr.jp/cards/000064/card4380.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集　第三卷（下）,筑摩書房,1978（昭和53）年11月10日,1988（昭和63）年4月30初版第4刷,1978（昭和53）年11月10日,,,,,,,,,,,,三州生桑,今井忠夫,http://www.aozora.gr.jp/cards/000064/files/4380_txt_7718.zip,2004-01-20,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4380_14361.html,2004-01-20,ShiftJIS,JIS X 0208,0
000386,十三夜,じゅうさんや,しゆうさんや,,,,「文藝倶樂部　閨秀小説號」博文館、1895（明治28）年12月10日,NDC 913,旧字旧仮名,なし,1997-10-15,2014-09-17,http://www.aozora.gr.jp/cards/000064/card386.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本現代文學全集　10　樋口一葉集,講談社,1962（昭和37）年11月19日,1969（昭和44）年10月1日第5刷,,,,,,,,,,,,,青空文庫,小林繁雄、米田進,http://www.aozora.gr.jp/cards/000064/files/386_ruby_15290.zip,2014-05-11,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/000064/files/386_15291.html,2014-05-11,ShiftJIS,JIS X 0208,1
056040,十三夜,じゅうさんや,しゆうさんや,,,,「文藝倶樂部・臨時増刊閨秀小説」博文館、1895（明治28）年12月10日,NDC 913,新字旧仮名,なし,2015-11-23,2015-09-01,http://www.aozora.gr.jp/cards/000064/card56040.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷,,,,,,,,,,,,酔いどれ狸,Juki,http://www.aozora.gr.jp/cards/000064/files/56040_ruby_57511.zip,2015-09-01,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56040_57512.html,2015-09-01,ShiftJIS,JIS X 0208,0
055670,十三夜,じゅうさんや,しゆうさんや,,,,「文藝倶樂部　閨秀小説號」博文館、1895（明治28）年12月10日,NDC 913,旧字旧仮名,なし,2015-11-23,2015-09-01,http://www.aozora.gr.jp/cards/000064/card55670.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,文藝倶樂部　閨秀小説號,博文館,1895（明治28）年12月10日,1895（明治28）年12月10日,1895（明治28）年12月10日,,,,,,,,,,,,万波通彦,Juki,http://www.aozora.gr.jp/cards/000064/files/55670_ruby_57509.zip,2015-09-01,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55670_57510.html,2015-09-01,ShiftJIS,JIS X 0208,0
004096,すゞろごと,すずろごと,すすろこと,,,,,NDC 913,新字旧仮名,なし,2003-04-09,2014-09-17,http://www.aozora.gr.jp/cards/000064/card4096.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,全集樋口一葉　第二巻　小説編二〈復刻版〉,小学館,1979(昭和54)年10月1日、1996（平成8）年11月10日復刻,1996（平成8）年11月10日復刻版第1刷,,,,,,,,,,,,,もりみつじゅんじ,浅原庸子,http://www.aozora.gr.jp/cards/000064/files/4096_ruby_9506.zip,2003-03-23,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4096_9536.html,2003-03-23,ShiftJIS,JIS X 0208,0
000389,たけくらべ,たけくらべ,たけくらへ,,,,「文學界」文學界雑誌社、1895（明治28）年1～3、8、11、12月、1896（明治29）年1月,NDC 913,旧字旧仮名,なし,1997-10-07,2014-09-17,http://www.aozora.gr.jp/cards/000064/card389.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本現代文學全集　10　樋口一葉集,講談社,1962（昭和37）年11月19日,1969（昭和44）年10月1日第5刷,,,,,,,,,,,,,青空文庫,小林繁雄、米田進,http://www.aozora.gr.jp/cards/000064/files/389_ruby_15296.zip,2011-04-30,ShiftJIS,JIS X 0208,2,http://www.aozora.gr.jp/cards/000064/files/389_15297.html,2011-04-30,ShiftJIS,JIS X 0208,1
056041,たけくらべ,たけくらべ,たけくらへ,,,,「文学界」文学界雑誌社、1895（明治28）年1～3、8、11、12月、1896（明治29）年1月,NDC 913,新字旧仮名,なし,2014-11-11,2014-10-26,http://www.aozora.gr.jp/cards/000064/card56041.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日、2003（平成15）年1月10日改版,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷,,,,,,,,,,,,酔いどれ狸,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/56041_ruby_54720.zip,2014-10-13,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56041_54765.html,2014-10-13,ShiftJIS,JIS X 0208,0
001857,月の夜,つきのよ,つきのよ,,,,,NDC 913,新字旧仮名,なし,2000-11-06,2014-09-17,http://www.aozora.gr.jp/cards/000064/card1857.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本の名随筆58　月,作品社,1987（昭和62）年8月25日,1989（平成1）年1月25日第2刷,,一葉全集　後篇,博文館,1912（大正1）年6月,,,,,,,,,葵,もりみつじゅんじ,http://www.aozora.gr.jp/cards/000064/files/1857_ruby_18925.zip,2005-06-28,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/1857_18926.html,2005-06-28,ShiftJIS,JIS X 0208,0
000387,にごりえ,にごりえ,にこりえ,,,,「文藝倶樂部第九篇」博文館、1895（明治28）年9月20日,NDC 913,旧字旧仮名,なし,1997-10-15,2014-09-17,http://www.aozora.gr.jp/cards/000064/card387.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本現代文學全集　10　樋口一葉集,講談社,1962（昭和37）年11月19日,1969（昭和44）年10月1日第5刷,,,,,,,,,,,,,青空文庫,小林繁雄、米田進,http://www.aozora.gr.jp/cards/000064/files/387_ruby_15292.zip,2004-03-18,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/387_15293.html,2004-03-18,ShiftJIS,JIS X 0208,0
056042,にごりえ,にごりえ,にこりえ,,,,「文芸倶楽部」1895（明治28）年9月号,NDC 913,新字旧仮名,なし,2014-12-05,2014-11-14,http://www.aozora.gr.jp/cards/000064/card56042.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日、2003（平成15）年1月10日116刷改版,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷,,,,,,,,,,,,酔いどれ狸,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/56042_ruby_54937.zip,2014-11-14,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56042_54978.html,2014-11-14,ShiftJIS,JIS X 0208,0
055672,にごりえ,にごりえ,にこりえ,,,,「文藝倶樂部第九篇」1895（明治28）年9月20日,NDC 913,旧字旧仮名,なし,2016-05-02,2016-05-06,http://www.aozora.gr.jp/cards/000064/card55672.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,文藝倶樂部第九篇,博文館,1895（明治28）年9月20日,1895（明治28）年9月20日,1895（明治28）年9月20日,,,,,,,,,,,,万波通彦,岡村和彦、日高直哉,http://www.aozora.gr.jp/cards/000064/files/55672_ruby_58768.zip,2016-05-06,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/000064/files/55672_58811.html,2016-05-06,ShiftJIS,JIS X 0208,1
004094,軒もる月,のきもるつき,のきもるつき,,,,「毎日新聞」1895（明治28）年4月3、5日,NDC 913,新字旧仮名,なし,2003-04-09,2014-09-17,http://www.aozora.gr.jp/cards/000064/card4094.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,全集樋口一葉　第二巻　小説編二〈復刻版〉,小学館,1979(昭和54)年10月1日、1996（平成8）年11月10日復刻版,1996（平成8）年11月10日復刻版第1刷,,,,,,,,,,,,,もりみつじゅんじ,浅原庸子,http://www.aozora.gr.jp/cards/000064/files/4094_ruby_9507.zip,2003-03-23,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4094_9537.html,2003-03-23,ShiftJIS,JIS X 0208,0
056010,軒もる月,のきもるつき,のきもるつき,,,,「毎日新聞」1895（明治28）年4月3、5日,NDC 913,旧字旧仮名,なし,2014-12-11,2014-11-14,http://www.aozora.gr.jp/cards/000064/card56010.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集第二卷,新世社,1941（昭和16）年7月18日,1942（昭和17）年4月10日再版,1941（昭和16）年7月18日,校訂一葉全集,博文館,1897（明治30）年1月9日,,,,,,,,,万波通彦,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/56010_ruby_54945.zip,2014-11-14,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56010_54986.html,2014-11-14,ShiftJIS,JIS X 0208,0
055663,花ごもり,はなごもり,はなこもり,,,,其一～其四「文學界　第十四號」文學界社雜誌社、1894（明治27）年2月28日<br>其五～其七「文學界　第十六號」文學界社雜誌社、1894（明治27）年4月30日,NDC 913,旧字旧仮名,なし,2016-11-23,2016-11-23,http://www.aozora.gr.jp/cards/000064/card55663.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,文學界　第十四號,文學界社雜誌社,1894（明治27）年2月28日,1894（明治27）年2月28日,1894（明治27）年2月28日,,,,文學界　第十六號,文學界社雜誌社,1894（明治27）年4月30日,1894（明治27）年4月30日,1894（明治27）年4月30日,,,,万波通彦,Juki,http://www.aozora.gr.jp/cards/000064/files/55663_ruby_60092.zip,2016-09-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55663_60138.html,2016-09-09,ShiftJIS,JIS X 0208,0
004379,反古しらべ,ほごしらべ,ほこしらへ,,,,,NDC 914,旧字旧仮名,なし,2005-05-28,2014-09-18,http://www.aozora.gr.jp/cards/000064/card4379.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集　第三卷（下）,筑摩書房,1978（昭和53）年11月10日,1988（昭和63）年4月30日初版第4刷,1981（昭和56）年9月30日初版第2刷,,,,,,,,,,,,三州生桑,土屋隆,http://www.aozora.gr.jp/cards/000064/files/4379_txt_18328.zip,2005-05-07,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4379_18460.html,2005-05-07,ShiftJIS,JIS X 0208,0
004527,闇桜,やみざくら,やみさくら,,,,「武蔵野　第一編」1892（明治25）年3月23日,NDC 913,新字旧仮名,なし,2007-09-04,2014-09-21,http://www.aozora.gr.jp/cards/000064/card4527.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,新日本古典文学大系　明治編　24　樋口一葉集,岩波書店,2001（平成13）年10月15日,2001（平成13）年10月15日第1刷,2001（平成13）年10月15日第1刷,,,,,,,,,,,,土屋隆,noriko saito,http://www.aozora.gr.jp/cards/000064/files/4527_ruby_27466.zip,2007-08-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4527_27840.html,2007-08-09,ShiftJIS,JIS X 0208,0
004528,雪の日,ゆきのひ,ゆきのひ,,,,「文学界　第三号」1893（明治26）年3月31日,NDC 913,新字旧仮名,なし,2007-09-08,2014-09-21,http://www.aozora.gr.jp/cards/000064/card4528.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,新日本古典文学大系　明治編　24　樋口一葉集,岩波書店,2001（平成13）年10月15日,2001（平成13）年10月15日第1刷,2001（平成13）年10月15日第1刷,,,,,,,,,,,,土屋隆,noriko saito,http://www.aozora.gr.jp/cards/000064/files/4528_ruby_27467.zip,2007-08-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4528_27842.html,2007-08-09,ShiftJIS,JIS X 0208,0
000392,ゆく雲,ゆくくも,ゆくくも,,,,,NDC 913,旧字旧仮名,なし,1997-10-15,2014-09-17,http://www.aozora.gr.jp/cards/000064/card392.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本現代文學全集　10　樋口一葉集,講談社,1962（昭和37）年11月19日,1969（昭和44）年10月1日第5刷,,,,,,,,,,,,,青空文庫,小林繁雄、米田進,http://www.aozora.gr.jp/cards/000064/files/392_ruby_15302.zip,2004-03-19,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/392_15303.html,2004-03-19,ShiftJIS,JIS X 0208,0
056043,ゆく雲,ゆくくも,ゆくくも,,,,「太陽」1895（明治28）年5月号,NDC 913,新字旧仮名,なし,2014-11-26,2014-10-13,http://www.aozora.gr.jp/cards/000064/card56043.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日、2003（平成15）年1月10日改版,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷,,,,,,,,,,,,酔いどれ狸,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/56043_ruby_54743.zip,2014-10-13,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56043_54788.html,2014-10-13,ShiftJIS,JIS X 0208,0
055665,別れ霜,わかれじも,わかれしも,,,,「改進新聞」1892（明治25）年3月31日～4月10日、4月12日、14日～17日,NDC 913,旧字旧仮名,なし,2014-11-20,2014-10-26,http://www.aozora.gr.jp/cards/000064/card55665.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集第一卷,新世社,1942（昭和17）年1月30日,1942（昭和17）年1月30日,1942（昭和17）年1月30日,校訂一葉全集,博文館,1897（明治30）年1月9日,,,,,,,,,万波通彦,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/55665_ruby_54734.zip,2014-10-26,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55665_54779.html,2014-10-26,ShiftJIS,JIS X 0208,0
056889,わかれ道,わかれみち,わかれみち,,,,「国民之友　二百七十七号」1896（明治29）年1月4日,NDC 913,新字旧仮名,なし,2017-05-02,2017-03-11,http://www.aozora.gr.jp/cards/000064/card56889.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日,2005（平成17）年5月20日126刷,2005（平成17）年5月20日126刷,,,,,,,,,,,,岡村和彦,Juki,http://www.aozora.gr.jp/cards/000064/files/56889_ruby_61291.zip,2017-03-11,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56889_61334.html,2017-03-11,ShiftJIS,JIS X 0208,0
